Project,Package,Class,Method,Smell,Description,Method start line no,File
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineTest,testWithXmlCommentWithoutSpaceWhenNoValue,Long Statement,The length of the statement "CamelKModeline modeline=new CamelKModeline(modelineText`new TextDocumentItem("dummy.xml"`CamelLanguageServer.LANGUAGE_ID`0`modelineText)`0);" is 140.,70,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineTest.java
camel-language-server,com.github.cameltooling.lsp.internal.modelinemodel,CamelKModelineTest,testWithXmlCommentWithoutSpaceWithValue,Long Statement,The length of the statement "CamelKModeline modeline=new CamelKModeline(modelineText`new TextDocumentItem("dummy.xml"`CamelLanguageServer.LANGUAGE_ID`0`modelineText)`0);" is 140.,78,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\modelinemodel\CamelKModelineTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelKModelineInsertionParser,canPutCamelKModeline,Long Statement,The length of the statement "return retrieveFileType().map(fileType -> lineIsEmpty(currentLine) && noModelineInsertedAlready(fileType) && previousLinesAreCommentsOrEmpty(currentLine`fileType)).orElse(false);" is 178.,42,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\CamelKModelineInsertionParser.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelKModelineInsertionParser,previousLinesAreCommentsOrEmpty,Long Statement,The length of the statement "String textBeforeLine=IntStream.range(0`line).boxed().map(currLine -> new ParserFileHelperUtil().getLine(document`currLine)).collect(Collectors.joining("\n"));" is 159.,66,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\CamelKModelineInsertionParser.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelYamlDSLParser,getCamelComponentUri,Complex Conditional,The conditional expression data != null && data.containsKey(URI_KEY) && URI_KEY.length() < characterPosition is complex.,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\CamelYamlDSLParser.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelYamlDSLParser,getCamelComponentUri,Complex Conditional,The conditional expression data != null && data.containsKey(TO_KEY) && data.get(TO_KEY).toString().trim().length() > 0 is complex.,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\CamelYamlDSLParser.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelYamlDSLParser,createCamelURIInstance,Long Statement,The length of the statement "CamelURIInstance uriInstance=new CamelURIInstance(repairLostEscapeChars(stringEncloser`camelComponentUri)`new YamlDSLModelHelper(getCorrespondingType(textDocumentItem`position.getLine()))`textDocumentItem);" is 206.,53,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\CamelYamlDSLParser.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelYamlDSLParser,createCamelURIInstance,Long Statement,The length of the statement "uriInstance.setEndPositionInDocument(new Position(position.getLine()`start + repairLostEscapeChars(stringEncloser`camelComponentUri).length()));" is 144.,53,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\CamelYamlDSLParser.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelYamlDSLParser,determineQuoteStartPos,Complex Conditional,The conditional expression line.charAt(i) != '"' && line.charAt(i) != '\'' && line.charAt(i) != ' ' is complex.,141,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\CamelYamlDSLParser.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserFileHelperFactory,isProbablyCamelFile,Long Statement,The length of the statement "return isHighProbabilityCamelJavaDSL(textDocumentItem`uri) || isCamelXMLDSL(textDocumentItem`uri) || isCamelYamlDSL(textDocumentItem`uri);" is 138.,40,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserFileHelperFactory.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserFileHelperFactory,isCamelXMLDSL,Long Statement,The length of the statement "return uri.endsWith(CAMELK_XML_FILENAME_SUFFIX) || uri.endsWith(".xml") && new ParserXMLFileHelper().hasElementFromCamelNamespace(textDocumentItem);" is 148.,51,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserFileHelperFactory.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserFileHelperFactory,isCamelYamlDSL,Long Identifier,The length of the field PLAIN_CAMEL_YAML_FILENAME_SUFFIX is 32.,60,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserFileHelperFactory.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserFileHelperFactory,isCamelYamlDSL,Long Identifier,The length of the field PLAIN_CAMEL_YML_FILENAME_SUFFIX is 31.,60,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserFileHelperFactory.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserFileHelperFactory,isCamelYamlDSL,Long Statement,The length of the statement "return uri.endsWith(CAMELK_YAML_FILENAME_SUFFIX) || uri.endsWith(CAMELK_YML_FILENAME_SUFFIX) || uri.endsWith(PLAIN_CAMEL_YAML_FILENAME_SUFFIX)|| uri.endsWith(PLAIN_CAMEL_YML_FILENAME_SUFFIX)|| isYamlFileWithCamelKShebang(textDocumentItem`uri)|| isYamlFileWithCamelKModelineLike(textDocumentItem`uri)|| isYamlFileOfCRDType(textDocumentItem`uri);" is 344.,60,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserFileHelperFactory.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserFileHelperFactory,isYamlFileOfCRDType,Long Identifier,The length of the field KUBERNETES_CRD_API_VERSION_CAMEL is 32.,71,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserFileHelperFactory.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserFileHelperUtil,getLine,Magic Number,The method contains a magic number: 2,32,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserFileHelperUtil.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserJavaFileHelper,getCamelComponentUri,Magic Number,The method contains a magic number: 2,32,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserJavaFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserJavaFileHelper,getEnclosingStringCharacter,Long Identifier,The length of the field ENCLOSING_STRING_CHARACTER_FOR_JAVA is 35.,49,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserJavaFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserJavaFileHelper,createCamelURIInstance,Long Statement,The length of the statement "CamelURIInstance uriInstance=new CamelURIInstance(camelComponentUri`getCorrespondingMethodName(textDocumentItem`position.getLine())`textDocumentItem);" is 150.,63,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserJavaFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserJavaFileHelper,getStartCharacterInDocumentOnLinePosition,Long Statement,The length of the statement "String beforeCamelURI=getCorrespondingMethodName(textDocumentItem`position.getLine()) + "(" + getEnclosingStringCharacter();" is 124.,72,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserJavaFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserJavaFileHelper,getPositionInCamelURI,Long Statement,The length of the statement "String beforeCamelURI=getCorrespondingMethodName(textDocumentItem`position.getLine()) + "(" + getEnclosingStringCharacter();" is 124.,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserJavaFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserJavaFileHelper,getPositionInCamelURI,Long Statement,The length of the statement "return position.getCharacter() - parserFileHelperUtil.getLine(textDocumentItem`position).indexOf(beforeCamelURI) - beforeCamelURI.length();" is 139.,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserJavaFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,hasElementFromCamelNamespace,Long Identifier,The length of the field DOCUMENT_SYMBOL_POSSIBLE_TYPES is 30.,104,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,hasElementFromCamelNamespace,Long Statement,The length of the statement "Document xmlParsed=documentBuilder.parse(new ByteArrayInputStream(textDocumentItem.getText().getBytes(StandardCharsets.UTF_8)));" is 128.,104,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,findElementAtLine,Complex Conditional,The conditional expression nodeLineStart != null && nodeLineEnd != null && isBetween(line`Integer.parseInt(nodeLineStart) - 1`Integer.parseInt(nodeLineEnd) - 1) is complex.,125,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,findElementAtLine,Long Statement,The length of the statement "if (CAMEL_POSSIBLE_TYPES.contains(prefixCamelNamespace != null ? node.getNodeName().substring(prefixCamelNamespace.length() + 1) : node.getNodeName())) {" is 153.,125,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,findElementAtLine,Long Statement,The length of the statement "if (nodeLineStart != null && nodeLineEnd != null && isBetween(line`Integer.parseInt(nodeLineStart) - 1`Integer.parseInt(nodeLineEnd) - 1)) {" is 140.,125,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,hasElementFromCamelNameSpaces,Complex Conditional,The conditional expression NAMESPACEURI_CAMEL_BLUEPRINT.equals(child.getNamespaceURI()) || NAMESPACEURI_CAMEL_SPRING.equals(child.getNamespaceURI()) || NAMESPACEURI_CAMEL_XMLIO.equals(child.getNamespaceURI()) is complex.,142,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,hasElementFromCamelNameSpaces,Long Statement,The length of the statement "if (NAMESPACEURI_CAMEL_BLUEPRINT.equals(child.getNamespaceURI()) || NAMESPACEURI_CAMEL_SPRING.equals(child.getNamespaceURI()) || NAMESPACEURI_CAMEL_XMLIO.equals(child.getNamespaceURI())) {" is 188.,142,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,getNodesOfType,Long Statement,The length of the statement "Document parsedXml=XmlLineNumberParser.parseXml(new ByteArrayInputStream(textDocumentItem.getText().getBytes(StandardCharsets.UTF_8)));" is 135.,163,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,getDocumentWithLineInformation,Long Statement,The length of the statement "return XmlLineNumberParser.parseXml(new ByteArrayInputStream(textDocumentItem.getText().getBytes(StandardCharsets.UTF_8)));" is 123.,175,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,getPositionInCamelURI,Magic Number,The method contains a magic number: 5,193,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,retrieveLocation,Long Statement,The length of the statement "Position startPosition=new Position(retrieveIntUserData(node`XmlLineNumberParser.LINE_NUMBER)`retrieveIntUserData(node`XmlLineNumberParser.COLUMN_NUMBER));" is 155.,205,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelper,retrieveLocation,Long Statement,The length of the statement "Position endPosition=new Position(retrieveIntUserData(node`XmlLineNumberParser.LINE_NUMBER_END)`retrieveIntUserData(node`XmlLineNumberParser.COLUMN_NUMBER_END));" is 161.,205,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelper.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelKYamlDSLParserTest,testRepairEscapeCharacterWithQuote,Long Statement,The length of the statement "assertThat(new CamelYamlDSLParser().repairLostEscapeChars("'"`"a value with ' quote inside")).isEqualTo("a value with '' quote inside");" is 136.,36,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\CamelKYamlDSLParserTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelKYamlDSLParserTest,testRepairEscapeCharacterWithDoubleQuote,Long Statement,The length of the statement "assertThat(new CamelYamlDSLParser().repairLostEscapeChars("\""`"a value with double-quote \" inside")).isEqualTo("a value with double-quote \\\" inside");" is 154.,41,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\CamelKYamlDSLParserTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,CamelKYamlDSLParserTest,testRepairEscapeCharacterWithDoubleQuoteAndSlash,Long Statement,The length of the statement "assertThat(new CamelYamlDSLParser().repairLostEscapeChars("\""`"a value with backslash \\ inside")).isEqualTo("a value with double-quote \\\\ inside");" is 151.,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\CamelKYamlDSLParserTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetCamelComponentUri,Long Statement,The length of the statement "assertThat(appender.getLog().get(0).getMessage().getFormattedMessage()).isEqualTo("Encountered an unsupported URI closure char !");" is 131.,31,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetCamelComponentUri,Magic Number,The method contains a magic number: 2,31,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetRouteNodesWithNamespacePrefix,Long Statement,The length of the statement "String camel="<camel:camelContext id=\"camel\" xmlns:camel=\"http://camel.apache.org/schema/spring\">\r\n" + "\r\n" + " <camel:route id=\"a route\">\r\n"+ " <camel:from uri=\"direct:cafe\"/>\r\n"+ " <camel:split>\r\n"+ " <camel:method bean=\"orderSplitter\"/>\r\n"+ " <camel:to uri=\"direct:drink\"/>\r\n"+ " </camel:split>\r\n"+ " </camel:route>\r\n"+ "\r\n"+ " <camel:route id=\"another Route\">\r\n"+ " <camel:from uri=\"direct:drink\"/>\r\n"+ " <camel:recipientList>\r\n"+ " <camel:method bean=\"drinkRouter\"/>\r\n"+ " </camel:recipientList>\r\n"+ " </camel:route>\n"+ "</camel:camelContext>\n";" is 600.,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetRouteNodesWithNamespacePrefix,Long Statement,The length of the statement "TextDocumentItem textDocumentItem=new TextDocumentItem(DummyConstants.DUMMY_URI`CamelLanguageServer.LANGUAGE_ID`0`camel);" is 121.,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetRouteNodesWithNamespacePrefix,Magic Number,The method contains a magic number: 2,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetRouteNodes,Long Statement,The length of the statement "String camel="<camelContext id=\"camel\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n" + "\r\n" + " <route id=\"a route\">\r\n"+ " <from uri=\"direct:cafe\"/>\r\n"+ " <split>\r\n"+ " <method bean=\"orderSplitter\"/>\r\n"+ " <to uri=\"direct:drink\"/>\r\n"+ " </split>\r\n"+ " </route>\r\n"+ "\r\n"+ " <route id=\"another Route\">\r\n"+ " <from uri=\"direct:drink\"/>\r\n"+ " <recipientList>\r\n"+ " <method bean=\"drinkRouter\"/>\r\n"+ " </recipientList>\r\n"+ " </route>\n"+ "</camelContext>\n";" is 504.,61,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetRouteNodes,Long Statement,The length of the statement "TextDocumentItem textDocumentItem=new TextDocumentItem(DummyConstants.DUMMY_URI`CamelLanguageServer.LANGUAGE_ID`0`camel);" is 121.,61,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.parser,ParserXMLFileHelperTest,testGetRouteNodes,Magic Number,The method contains a magic number: 2,61,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\parser\ParserXMLFileHelperTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessor,getReferences,Long Identifier,The length of the identifier camelURIInstanceToSearchReference is 33.,52,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessor,getReferences,Long Statement,The length of the statement "CamelURIInstance camelURIInstanceToSearchReference=parserXMLFileHelper.createCamelURIInstance(textDocumentItem`position`camelComponentUri);" is 139.,52,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessor,findReferences,Long Identifier,The length of the parameter camelURIInstanceToSearchReference is 33.,69,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessor,isReference,Long Identifier,The length of the parameter camelURIInstanceToSearchReference is 33.,83,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessor,isReference,Long Statement,The length of the statement "return ReferenceUtils.isReferenceComponentKind(camelURIInstance) && (camelURIInstanceToSearchReference.isProducer() && !camelURIInstance.isProducer() || !camelURIInstanceToSearchReference.isProducer() && camelURIInstance.isProducer()) && directId.equals(ReferenceUtils.getReferenceKey(camelURIInstance));" is 304.,83,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Magic Number,The method contains a magic number: 5,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Magic Number,The method contains a magic number: 25,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Magic Number,The method contains a magic number: 3,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Magic Number,The method contains a magic number: 12,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Magic Number,The method contains a magic number: 3,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Magic Number,The method contains a magic number: 8,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectProducerToConsumersReferences,Magic Number,The method contains a magic number: 2,68,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Magic Number,The method contains a magic number: 3,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Magic Number,The method contains a magic number: 34,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Magic Number,The method contains a magic number: 2,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Magic Number,The method contains a magic number: 12,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Magic Number,The method contains a magic number: 5,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Magic Number,The method contains a magic number: 9,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testDirectConsumerToProducersReferences,Magic Number,The method contains a magic number: 2,98,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,MultiDocumentReferencesProcessorTest,testRetrieveReferencesFromMultipleOpenedDocuments,Long Statement,The length of the statement "CompletableFuture<List<? extends Location>> referencesFuture=getReferencesFor(camelLanguageServer`posInFirstDoc`"uri1.xml");" is 124.,128,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\MultiDocumentReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to,Magic Number,The method contains a magic number: 5,135,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to,Magic Number,The method contains a magic number: 18,135,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to,Magic Number,The method contains a magic number: 8,135,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to,Magic Number,The method contains a magic number: 8,135,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.references,ReferencesProcessorTest,testRetrieveASingleDirectReferenceFor_to_whenUsingCamelNamespacePrefix,Long Identifier,The length of the field SINGLE_REFERENCE_WITH_NAMESPACE_PREFIX is 38.,143,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\references\ReferencesProcessorTest.java
